date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:02:10	34038/34038	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:11%20GMT	https://luxurychiangmai.com/category/sleep/real-estate/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/sleep/real-estate/index.html	(from https://luxurychiangmai.com/)
13:02:10	42675/42675	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:10%20GMT	https://luxurychiangmai.com/category/sleep/unique-hotels-chiang-mai/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/sleep/unique-hotels-chiang-mai/index.html	(from https://luxurychiangmai.com/)
13:02:11	51113/51113	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:10%20GMT	https://luxurychiangmai.com/category/sleep/best-luxury-hotels-chiang-mai/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/sleep/best-luxury-hotels-chiang-mai/index.html	(from https://luxurychiangmai.com/)
13:02:14	33816/33816	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:12%20GMT	https://luxurychiangmai.com/category/travel/north-of-chiang-mai/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/travel/north-of-chiang-mai/index.html	(from https://luxurychiangmai.com/)
13:02:14	49556/49556	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:12%20GMT	https://luxurychiangmai.com/category/eat/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/eat/index.html	(from https://luxurychiangmai.com/)
13:02:14	48785/48785	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:12%20GMT	https://luxurychiangmai.com/category/travel/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/travel/index.html	(from https://luxurychiangmai.com/)
13:02:15	48879/48879	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:12%20GMT	https://luxurychiangmai.com/category/do/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/do/index.html	(from https://luxurychiangmai.com/)
13:02:16	34407/34407	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:16%20GMT	https://luxurychiangmai.com/category/travel/koh-samui/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/travel/koh-samui/index.html	(from https://luxurychiangmai.com/)
13:02:16	43746/43746	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:16%20GMT	https://luxurychiangmai.com/category/travel/chiang-rai-luxury/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/travel/chiang-rai-luxury/index.html	(from https://luxurychiangmai.com/)
13:02:19	43229/43229	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:17%20GMT	https://luxurychiangmai.com/category/travel/koh-lanta-travel-guide/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/travel/koh-lanta-travel-guide/index.html	(from https://luxurychiangmai.com/)
13:02:19	40579/40579	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:17%20GMT	https://luxurychiangmai.com/category/travel/bangkok-luxury/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/travel/bangkok-luxury/index.html	(from https://luxurychiangmai.com/)
13:02:19	34288/34288	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:18%20GMT	https://luxurychiangmai.com/category/travel/phuket-luxury-guide/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/travel/phuket-luxury-guide/index.html	(from https://luxurychiangmai.com/)
13:02:19	33689/33689	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:18%20GMT	https://luxurychiangmai.com/travel-guide-hotels-honeymoons/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/travel-guide-hotels-honeymoons/index.html	(from https://luxurychiangmai.com/)
13:02:22	37715/37715	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:20%20GMT	https://luxurychiangmai.com/category/more/products-from-chiang-mai-thailand/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/more/products-from-chiang-mai-thailand/index.html	(from https://luxurychiangmai.com/)
13:02:22	49749/49749	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:20%20GMT	https://luxurychiangmai.com/category/more/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/more/index.html	(from https://luxurychiangmai.com/)
13:02:23	32276/32276	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:21%20GMT	https://luxurychiangmai.com/laura-gibbs-travel-writer/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/laura-gibbs-travel-writer/index.html	(from https://luxurychiangmai.com/)
13:02:23	33558/33558	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:21%20GMT	https://luxurychiangmai.com/laura-gibbs-travel-writer/about-laura/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/laura-gibbs-travel-writer/about-laura/index.html	(from https://luxurychiangmai.com/)
13:02:26	29220/29220	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:25%20GMT	https://luxurychiangmai.com/laura-gibbs-travel-writer/contact-luxury-chiang-mai/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/laura-gibbs-travel-writer/contact-luxury-chiang-mai/index.html	(from https://luxurychiangmai.com/)
13:02:27	31187/31187	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:25%20GMT	https://luxurychiangmai.com/luxury-chiang-mai-guide-to-northern-thailand/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/luxury-chiang-mai-guide-to-northern-thailand/index.html	(from https://luxurychiangmai.com/)
13:02:27	38082/38082	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:25%20GMT	https://luxurychiangmai.com/do/future-of-travel-post-covid/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/do/future-of-travel-post-covid/index.html	(from https://luxurychiangmai.com/)
13:02:27	32816/32816	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:25%20GMT	https://luxurychiangmai.com/more/magazine/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/more/magazine/index.html	(from https://luxurychiangmai.com/)
13:02:31	36845/36845	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:29%20GMT	https://luxurychiangmai.com/travel/bangkok-luxury/bangkok-new-luxury-hotel-alert/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/travel/bangkok-luxury/bangkok-new-luxury-hotel-alert/index.html	(from https://luxurychiangmai.com/)
13:02:31	40851/40851	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:29%20GMT	https://luxurychiangmai.com/sleep/u-nimman-hotel-nimman/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/u-nimman-hotel-nimman/index.html	(from https://luxurychiangmai.com/)
13:02:31	40217/40217	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:29%20GMT	https://luxurychiangmai.com/eat/black-ivory-coffee-thailand/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/eat/black-ivory-coffee-thailand/index.html	(from https://luxurychiangmai.com/)
13:02:31	54911/54911	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:29%20GMT	https://luxurychiangmai.com/do/how-to-spend-it/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/do/how-to-spend-it/index.html	(from https://luxurychiangmai.com/)
13:02:34	43438/43438	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:33%20GMT	https://luxurychiangmai.com/travel/azalea-village-chiang-dao/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/travel/azalea-village-chiang-dao/index.html	(from https://luxurychiangmai.com/)
13:02:35	41305/41305	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:33%20GMT	https://luxurychiangmai.com/travel/bangkok-luxury/137-pillars-bangkok/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/travel/bangkok-luxury/137-pillars-bangkok/index.html	(from https://luxurychiangmai.com/)
13:02:35	37709/37709	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:32%20GMT	https://luxurychiangmai.com/travel/thai-baht-debit-card-exchange-rates-thai-baht/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/travel/thai-baht-debit-card-exchange-rates-thai-baht/index.html	(from https://luxurychiangmai.com/)
13:02:35	38464/38464	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:33%20GMT	https://luxurychiangmai.com/travel/bangkok-luxury/137-pillars-sleep-therapy/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/travel/bangkok-luxury/137-pillars-sleep-therapy/index.html	(from https://luxurychiangmai.com/)
13:02:39	37278/37278	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:37%20GMT	https://luxurychiangmai.com/sleep/away-thapae-chiang-mai-vegetarian-retreat/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/away-thapae-chiang-mai-vegetarian-retreat/index.html	(from https://luxurychiangmai.com/page/2/)
13:02:39	38022/38022	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:37%20GMT	https://luxurychiangmai.com/travel/culture-of-the-mekong-nakhon-phanom/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/travel/culture-of-the-mekong-nakhon-phanom/index.html	(from https://luxurychiangmai.com/page/2/)
13:02:40	51380/51380	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:37%20GMT	https://luxurychiangmai.com/page/3/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/page/3/index.html	(from https://luxurychiangmai.com/page/2/)
13:02:40	35687/35687	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:37%20GMT	https://luxurychiangmai.com/eat/moreganic-vegetarian-restaurant/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/eat/moreganic-vegetarian-restaurant/index.html	(from https://luxurychiangmai.com/)
13:02:41	39998/39998	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:41%20GMT	https://luxurychiangmai.com/do/shopping-in-chiang-mai/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/do/shopping-in-chiang-mai/index.html	(from https://luxurychiangmai.com/page/2/)
13:02:42	38583/38583	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:42%20GMT	https://luxurychiangmai.com/sleep/unique-hotels-chiang-mai/chandra-residence-artists-hideaway/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/unique-hotels-chiang-mai/chandra-residence-artists-hideaway/index.html	(from https://luxurychiangmai.com/page/2/)
13:02:42	42146/42146	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:42%20GMT	https://luxurychiangmai.com/travel/bangkok-luxury/137-pillars-season-wellness/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/travel/bangkok-luxury/137-pillars-season-wellness/index.html	(from https://luxurychiangmai.com/page/2/)
13:02:42	37490/37490	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:42%20GMT	https://luxurychiangmai.com/travel/bangkok-luxury/sukhothai-bangkok/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/travel/bangkok-luxury/sukhothai-bangkok/index.html	(from https://luxurychiangmai.com/page/2/)
13:02:43	38777/38777	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:43%20GMT	https://luxurychiangmai.com/eat/rincome-u-nimman-restaurant/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/eat/rincome-u-nimman-restaurant/index.html	(from https://luxurychiangmai.com/page/2/)
13:02:44	52220/52220	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:44%20GMT	https://luxurychiangmai.com/more/luxury-hotels-thailand-ideas/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/more/luxury-hotels-thailand-ideas/index.html	(from https://luxurychiangmai.com/page/2/)
13:02:45	43631/43631	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:44%20GMT	https://luxurychiangmai.com/do/waterfalls-chiang-mai/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/do/waterfalls-chiang-mai/index.html	(from https://luxurychiangmai.com/page/2/)
13:02:46	50609/50609	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:44%20GMT	https://luxurychiangmai.com/category/sleep/page/2/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/sleep/page/2/index.html	(from https://luxurychiangmai.com/category/sleep/)
13:02:46	16294/16294	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%221e5c64df781bacf6533e19b44204f858%22	https://luxurychiangmai.com/category/sleep/feed/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/sleep/feed/index.html	(from https://luxurychiangmai.com/category/sleep/)
13:02:46	82805/82805	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:44%20GMT	https://luxurychiangmai.com/sleep/18-chiang-mai-hotels/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/18-chiang-mai-hotels/index.html	(from https://luxurychiangmai.com/page/2/)
13:02:47	38111/38111	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:46%20GMT	https://luxurychiangmai.com/sleep/puripunn-baby-grand-boutique-hotel/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/puripunn-baby-grand-boutique-hotel/index.html	(from https://luxurychiangmai.com/category/sleep/)
13:02:48	16643/16643	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%221e5c64df781bacf6533e19b44204f858%22	https://luxurychiangmai.com/category/sleep/best-luxury-hotels-chiang-mai/feed/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/sleep/best-luxury-hotels-chiang-mai/feed/index.html	(from https://luxurychiangmai.com/category/sleep/best-luxury-hotels-chiang-mai/)
13:02:48	39691/39691	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:48%20GMT	https://luxurychiangmai.com/sleep/siripanna-villa-resort-spa/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/siripanna-villa-resort-spa/index.html	(from https://luxurychiangmai.com/category/sleep/)
13:02:48	40663/40663	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:48%20GMT	https://luxurychiangmai.com/sleep/akyra-manor-city-hotel/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/akyra-manor-city-hotel/index.html	(from https://luxurychiangmai.com/category/sleep/best-luxury-hotels-chiang-mai/)
13:02:50	32585/32585	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:48%20GMT	https://luxurychiangmai.com/category/sleep/best-luxury-hotels-chiang-mai/page/2/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/sleep/best-luxury-hotels-chiang-mai/page/2/index.html	(from https://luxurychiangmai.com/category/sleep/best-luxury-hotels-chiang-mai/)
13:02:50	45027/45027	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:50%20GMT	https://luxurychiangmai.com/sleep/anantara-chiang-mai-staycation/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/anantara-chiang-mai-staycation/index.html	(from https://luxurychiangmai.com/category/sleep/best-luxury-hotels-chiang-mai/)
13:02:50	43916/43916	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:50%20GMT	https://luxurychiangmai.com/sleep/137-pillars-house-best-hotel/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/137-pillars-house-best-hotel/index.html	(from https://luxurychiangmai.com/category/sleep/best-luxury-hotels-chiang-mai/)
13:02:51	38686/38686	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:50%20GMT	https://luxurychiangmai.com/sleep/na-nirand-romantic-boutique-resort/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/na-nirand-romantic-boutique-resort/index.html	(from https://luxurychiangmai.com/category/sleep/best-luxury-hotels-chiang-mai/)
13:02:52	11539/11539	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%221e5c64df781bacf6533e19b44204f858%22	https://luxurychiangmai.com/category/sleep/unique-hotels-chiang-mai/feed/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/sleep/unique-hotels-chiang-mai/feed/index.html	(from https://luxurychiangmai.com/category/sleep/unique-hotels-chiang-mai/)
13:02:52	42104/42104	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:52%20GMT	https://luxurychiangmai.com/sleep/om-waters-weekend-nature-houseboat/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/om-waters-weekend-nature-houseboat/index.html	(from https://luxurychiangmai.com/category/sleep/unique-hotels-chiang-mai/)
13:02:53	41294/41294	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:52%20GMT	https://luxurychiangmai.com/sleep/chai-lai-orchid-sleep-nature-elephants/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/chai-lai-orchid-sleep-nature-elephants/index.html	(from https://luxurychiangmai.com/category/sleep/unique-hotels-chiang-mai/)
13:02:53	38622/38622	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:52%20GMT	https://luxurychiangmai.com/sleep/camp-chiang-mai/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/camp-chiang-mai/index.html	(from https://luxurychiangmai.com/category/sleep/unique-hotels-chiang-mai/)
13:02:53	5424/5424	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%221e5c64df781bacf6533e19b44204f858%22	https://luxurychiangmai.com/category/sleep/real-estate/feed/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/sleep/real-estate/feed/index.html	(from https://luxurychiangmai.com/category/sleep/real-estate/)
13:02:54	14586/14586	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%221e5c64df781bacf6533e19b44204f858%22	https://luxurychiangmai.com/category/eat/feed/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/eat/feed/index.html	(from https://luxurychiangmai.com/category/eat/)
13:02:55	58946/58946	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:54%20GMT	https://luxurychiangmai.com/sleep/where-to-stay-in-chiang-mai/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/where-to-stay-in-chiang-mai/index.html	(from https://luxurychiangmai.com/category/sleep/real-estate/)
13:02:55	39104/39104	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:55%20GMT	https://luxurychiangmai.com/sleep/baan-lam-yai-luxury-villa-sale/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/baan-lam-yai-luxury-villa-sale/index.html	(from https://luxurychiangmai.com/category/sleep/real-estate/)
13:02:55	43745/43745	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:55%20GMT	https://luxurychiangmai.com/sleep/real-estate/sanctum-chiangmai-safety-luxury/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/sleep/real-estate/sanctum-chiangmai-safety-luxury/index.html	(from https://luxurychiangmai.com/category/sleep/real-estate/)
13:02:55	38084/38084	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:56%20GMT	https://luxurychiangmai.com/eat/thai-high-tea-punna-cafe/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/eat/thai-high-tea-punna-cafe/index.html	(from https://luxurychiangmai.com/category/eat/)
13:02:56	8691/8691	---MCZ	403	error ('Forbidden')	text/html	date:Sun,%2015%20Dec%202024%2006:02:56%20GMT	https://payhip.com/embed-page.js	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/payhip.com/embed-page.61.delayed	(from https://luxurychiangmai.com/travel-guide-hotels-honeymoons/)
13:02:58	37665/37665	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:56%20GMT	https://luxurychiangmai.com/eat/an-evening-in-italics/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/eat/an-evening-in-italics/index.html	(from https://luxurychiangmai.com/category/eat/)
13:02:58	36930/36930	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:56%20GMT	https://luxurychiangmai.com/eat/the-service-1921/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/eat/the-service-1921/index.html	(from https://luxurychiangmai.com/category/eat/)
13:02:58	40860/40860	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:58%20GMT	https://luxurychiangmai.com/eat/le-crystal-french-restaurant/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/eat/le-crystal-french-restaurant/index.html	(from https://luxurychiangmai.com/category/eat/)
13:02:58	59864/59864	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:02:58%20GMT	https://luxurychiangmai.com/eat/vegetarian-chiang-mai-7-days-vegetarian-food/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/eat/vegetarian-chiang-mai-7-days-vegetarian-food/index.html	(from https://luxurychiangmai.com/category/eat/)
13:03:01	14322/14322	U--MCZ	200	updated ('OK')	application/rss+xml	etag:W/%221e5c64df781bacf6533e19b44204f858%22	https://luxurychiangmai.com/category/do/feed/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/category/do/feed/index.html	(from https://luxurychiangmai.com/category/do/)
13:03:02	36962/36962	U--MCZ	200	updated ('OK')	text/html	date:Sun,%2015%20Dec%202024%2006:03:00%20GMT	https://luxurychiangmai.com/eat/cuisine-de-garden-experimental-dining/	C:/Users/revol/Desktop/LuxuryCM/LuxuryCM2/luxurychiangmai.com/eat/cuisine-de-garden-experimental-dining/index.html	(from https://luxurychiangmai.com/category/eat/)
